propozitie,cuvant,user,petru,victor,stadio88,iulia,sergiu
Deoarece ideea elementară  de funcții este mai bine înțeleasă  din punct de vedere clasic  o vom folosi în continuare.,elementară,2,2,2,2,2,4
Deoarece ideea elementară de funcții este mai bine înțeleasă din punct de vedere clasic o vom folosi în continuare.,înțeleasă,1,2,1,1,2,1
Deoarece ideea elementară de funcții este mai bine înțeleasă din punct de vedere clasic o vom folosi în continuare.,clasic,1,1,1,2,4,3
"Unele dintre aceste variații se referă la comisioane, protecția împotriva descoperirilor  de cont, soldurile  minime , legăturile permise între conturi (de exemplu, conturi curente  și de economii) și regulile de deschidere a contului.",descoperirilor,1,2,2,4,4,4
"Unele dintre aceste variații se referă la comisioane, protecția împotriva descoperirilor de cont, soldurile minime, legăturile permise între conturi (de exemplu, conturi curente și de economii) și regulile de deschidere a contului.",minime,1,2,2,2,2,2
"Unele dintre aceste variații se referă la comisioane, protecția împotriva descoperirilor de cont, soldurile minime, legăturile permise între conturi (de exemplu, conturi curente și de economii) și regulile de deschidere a contului.",curente,1,2,2,2,2,4
"Este posibil ca unele părți să nu fie consumate niciodată, iar altele nu sunt procesate în mod  normal  ca și carne  cușer  în Statele Unite, din cauza muncii suplimentare pe care o implică.",normal,1,1,1,1,2,1
"Este posibil ca unele părți să nu fie consumate niciodată, iar altele nu sunt procesate în mod normal ca și carne cușer în Statele Unite, din cauza muncii suplimentare pe care o implică.",carne,1,1,1,1,2,1
"Este posibil ca unele părți să nu fie consumate niciodată, iar altele nu sunt procesate în mod normal ca și carne cușer în Statele Unite, din cauza muncii suplimentare pe care o implică.",cușer,4,5,5,4,4,4
"Unii elevi consideră că ablativul  este dificil, deoarece uneori seamănă cu nominativul  singular, cu dativul  plural sau cu niciunul dintre acestea.",ablativul,4,5,5,4,4,5
"Unii elevi consideră că ablativul este dificil, deoarece uneori seamănă cu nominativul singular, cu dativul plural sau cu niciunul dintre acestea.",nominativul,2,2,4,2,4,4
"Unii elevi consideră că ablativul este dificil, deoarece uneori seamănă cu nominativul singular, cu dativul plural sau cu niciunul dintre acestea.",dativul,2,2,2,1,4,4
Uneori va trebui să manipulați  expresii  într-o formă utilizabilă înainte de a putea efectua  operații de calcul.,manipulați,2,2,2,2,4,3
Uneori va trebui să manipulați expresii într-o formă utilizabilă înainte de a putea efectua operații de calcul.,expresii,2,2,2,2,2,5
Uneori va trebui să manipulați expresii într-o formă utilizabilă înainte de a putea efectua operații de calcul.,efectua,1,2,1,1,2,2
Oțelurile sunt adesea supuse la o varietate de tratamente termice  concepute pentru a produce diverse combinații de faze stabile  și  metastabile  ale fierului.,termice,1,2,2,2,4,2
Oțelurile sunt adesea supuse la o varietate de tratamente termice concepute pentru a produce diverse combinații de faze stabile și metastabile ale fierului.,stabile,1,1,2,1,4,4
Oțelurile sunt adesea supuse la o varietate de tratamente termice concepute pentru a produce diverse combinații de faze stabile și metastabile ale fierului.,metastabile,4,5,4,4,4,5
O astfel de cavitate  poate oferi numeroase  avantaje funcționale .,cavitate,2,2,2,1,4,5
O astfel de cavitate poate oferi numeroase avantaje funcționale.,numeroase,1,2,1,1,2,2
O astfel de cavitate poate oferi numeroase avantaje funcționale.,funcționale,2,1,2,2,4,4
"Un astfel de acces ar putea fi utilizat pentru autentificarea la conectare , crearea unui nou cont de utilizator sau salvarea de informații textuale  pentru a fi recuperate  și studiate în viitor.",conectare,1,2,2,2,4,1
"Un astfel de acces ar putea fi utilizat pentru autentificarea la conectare, crearea unui nou cont de utilizator sau salvarea de informații textuale pentru a fi recuperate și studiate în viitor.",textuale,1,4,2,2,4,2
"Un astfel de acces ar putea fi utilizat pentru autentificarea la conectare, crearea unui nou cont de utilizator sau salvarea de informații textuale pentru a fi recuperate și studiate în viitor.",recuperate,1,2,2,2,4,2
"Suzuki Pureharp este unul dintre micile  modele de producție care sunt acoperite în lemn, ceea ce produce un sunet moale  și plăcut .",micile,1,1,1,1,4,1
"Suzuki Pureharp este unul dintre micile modele de producție care sunt acoperite în lemn, ceea ce produce un sunet moale și plăcut.",moale,1,1,1,1,2,3
"Suzuki Pureharp este unul dintre micile modele de producție care sunt acoperite în lemn, ceea ce produce un sunet moale și plăcut.",plăcut,1,1,1,1,2,1
"Romanii, care au folosit inițial acest stil , l-au considerat greoi și greu de manevrat  pe terenul muntos  și accidentat al Italiei.",stil,1,2,1,1,4,4
"Romanii, care au folosit inițial acest stil, l-au considerat greoi și greu de manevrat pe terenul muntos și accidentat al Italiei.",manevrat,2,2,2,2,4,3
"Romanii, care au folosit inițial acest stil, l-au considerat greoi și greu de manevrat pe terenul muntos și accidentat al Italiei.",muntos,1,1,1,1,2,1
Clătirea  cu alcool  nu îndepărtează cristalul violet care  maschează  colorantul roșu safanin adăugat.,Clătirea,1,2,1,2,4,1
Clătirea cu alcool nu îndepărtează cristalul violet care maschează colorantul roșu safanin adăugat.,alcool,2,2,1,1,4,1
Clătirea cu alcool nu îndepărtează cristalul violet care maschează colorantul roșu safanin adăugat.,maschează,1,2,2,2,2,2
Linia mare și  curbată  din stânga este îndreptată  în mod elaborat  spre mine (mi).,curbată,1,2,1,1,2,2
Linia mare și curbată din stânga este îndreptată în mod elaborat spre mine (mi).,îndreptată,1,2,1,1,4,1
Linia mare și curbată din stânga este îndreptată în mod elaborat spre mine (mi).,elaborat,2,2,2,2,4,4
"Unda purtătoare este  filtrată , iar un  difuzor  cântă în funcție de  amplitudinea  semnalului.",filtrată,2,2,2,2,4,5
"Unda purtătoare este filtrată, iar un difuzor cântă în funcție de amplitudinea semnalului.",difuzor,2,2,2,2,4,4
"Unda purtătoare este filtrată, iar un difuzor cântă în funcție de amplitudinea semnalului.",amplitudinea,2,2,4,4,4,5
Elementul central  al mănăstirii  renovate  a fost un altar dedicat lui Edward.,central,1,1,1,1,2,2
Elementul central al mănăstirii renovate a fost un altar dedicat lui Edward.,mănăstirii,1,1,1,1,4,1
Elementul central al mănăstirii renovate a fost un altar dedicat lui Edward.,renovate,1,2,2,1,2,1
"Tabloul  clasic Playfair este  format  din patru alfabete, de obicei în  aranjament  pătrat, două texte în clar și două texte cifrate.",Tabloul,2,2,1,2,4,5
"Tabloul clasic Playfair este format din patru alfabete, de obicei în aranjament pătrat, două texte în clar și două texte cifrate.",format,1,1,2,1,2,1
"Tabloul clasic Playfair este format din patru alfabete, de obicei în aranjament pătrat, două texte în clar și două texte cifrate.",aranjament,2,1,2,2,4,2
"Lucrarea combinată  trebuie să conțină doar un singur exemplar al prezentei licențe, iar secțiunile invariabile multiple și identice pot fi înlocuite  cu un singur exemplar.",combinată,1,2,1,1,2,2
"Lucrarea combinată trebuie să conțină doar un singur exemplar al prezentei licențe, iar secțiunile invariabile multiple și identice pot fi înlocuite cu un singur exemplar.",identice,1,2,2,2,2,2
"Lucrarea combinată trebuie să conțină doar un singur exemplar al prezentei licențe, iar secțiunile invariabile multiple și identice pot fi înlocuite cu un singur exemplar.",înlocuite,1,2,1,1,2,1
Dezavantajele   depășesc  beneficiile și nu există studii actuale care să demonstreze că  voucherele  funcționează.,Dezavantajele,1,1,2,1,4,1
Dezavantajele depășesc beneficiile și nu există studii actuale care să demonstreze că voucherele funcționează.,depășesc,1,2,1,1,2,1
Dezavantajele depășesc beneficiile și nu există studii actuale care să demonstreze că voucherele funcționează.,voucherele,2,2,2,2,4,4
"Diagnosticul  de schizofrenie nu ar trebui pus în prezența unor simptome  depresive  sau maniacale extinse, cu excepția cazului în care este clar că simptomele schizofrenice sunt anterioare  tulburărilor afective.",Diagnosticul,1,2,2,2,4,2
"Diagnosticul de schizofrenie nu ar trebui pus în prezența unor simptome depresive sau maniacale extinse, cu excepția cazului în care este clar că simptomele schizofrenice sunt anterioare tulburărilor afective.",depresive,2,2,2,2,4,3
"Diagnosticul de schizofrenie nu ar trebui pus în prezența unor simptome depresive sau maniacale extinse, cu excepția cazului în care este clar că simptomele schizofrenice sunt anterioare tulburărilor afective.",anterioare,1,2,2,2,2,2
"Întreaga aplicație asamblată este platforma lor, iar birourile  personalului    afectat  reprezintă   domeniul  țintă pentru munca lor.",personalului,2,2,2,2,2,2
"Întreaga aplicație asamblată este platforma lor, iar birourile personalului afectat reprezintă domeniul țintă pentru munca lor.",afectat,1,2,2,1,4,1
"Întreaga aplicație asamblată este platforma lor, iar birourile personalului afectat reprezintă domeniul țintă pentru munca lor.",domeniul,1,2,2,2,2,3
"Vacuola alimentară  formată  , apoi  fuzionează  cu un lizozom și  digeră  alimentele.",formată,1,2,2,2,4,2
"Vacuola alimentară formată , apoi fuzionează cu un lizozom și digeră alimentele.",fuzionează,2,4,2,4,5,4
"Vacuola alimentară formată, apoi fuzionează cu un lizozom și digeră alimentele.",digeră,2,2,2,1,4,3
"Formarea acestui  intermediar  și reacția ulterioară  au, în general, o  barieră  de energie de activare mult mai mică decât cea necesară pentru reacția directă de transformare a reactanților în produși.",intermediar,1,2,2,2,4,4
"Formarea acestui intermediar și reacția ulterioară au, în general, o barieră de energie de activare mult mai mică decât cea necesară pentru reacția directă de transformare a reactanților în produși.",ulterioară,2,2,2,2,2,1
"Formarea acestui intermediar și reacția ulterioară au, în general, o barieră de energie de activare mult mai mică decât cea necesară pentru reacția directă de transformare a reactanților în produși.",barieră,2,2,2,4,4,3
"Obiectivele acestei proceduri vor fi distribuirea  de informații exacte, cu  aprobările  corecte, folosind tehnologii și strategii suficiente .",distribuirea,1,2,2,2,2,2
"Obiectivele acestei proceduri vor fi distribuirea de informații exacte, cu aprobările corecte, folosind tehnologii și strategii suficiente.",aprobările,1,2,2,1,4,1
"Obiectivele acestei proceduri vor fi distribuirea de informații exacte, cu aprobările corecte, folosind tehnologii și strategii suficiente.",suficiente,1,1,2,1,2,1
Chitara este un instrument de transpoziție  și este notată cu o octavă mai sus decât înălțimea sa reală pentru a evita utilizarea clapei  de bas în  notația  standard.,transpoziție,2,4,4,4,4,5
Chitara este un instrument de transpoziție și este notată cu o octavă mai sus decât înălțimea sa reală pentru a evita utilizarea clapei de bas în notația standard.,clapei,1,4,2,2,4,5
Chitara este un instrument de transpoziție și este notată cu o octavă mai sus decât înălțimea sa reală pentru a evita utilizarea clapei de bas în notația standard.,notația,2,2,2,2,4,3
Senzorul   Hall  și inductorul utilizează o proprietate a câmpului magnetic  pentru a detecta curentul printr-un conductor din apropiere.,Senzorul,2,2,2,2,4,1
Senzorul Hall și inductorul utilizează o proprietate a câmpului magnetic pentru a detecta curentul printr-un conductor din apropiere.,Hall,4,5,4,5,4,5
Senzorul Hall și inductorul utilizează o proprietate a câmpului magnetic pentru a detecta curentul printr-un conductor din apropiere.,magnetic,1,2,1,2,4,2
"Eroul a fost apoi chemat să participe la cel de-al doilea  rit  cel al cuceririi, învingând  pe generalul mercenar  Claudius.",rit,4,5,5,2,4,4
"Eroul a fost apoi chemat să participe la cel de-al doilea rit cel al cuceririi, învingând pe generalul mercenar Claudius.",învingând,1,1,1,1,2,1
"Eroul a fost apoi chemat să participe la cel de-al doilea rit cel al cuceririi, învingând pe generalul mercenar Claudius.",mercenar,2,2,2,2,2,2
Analizatorul lexical  este partea din compilator care elimină spațiile albe și alte caractere  care nu sunt compilabile  din codul sursă.,lexical,2,2,2,2,2,4
Analizatorul lexical este partea din compilator care elimină spațiile albe și alte caractere care nu sunt compilabile din codul sursă.,caractere,1,2,2,2,4,3
Analizatorul lexical este partea din compilator care elimină spațiile albe și alte caractere care nu sunt compilabile din codul sursă.,compilabile,4,2,4,4,5,5
Principalul motiv pentru care nu se permit mai multe  ieșiri  cu aceeași intrare este acela că ne permite să aplicăm aceeași funcție la diferite forme ale aceluiași lucru fără a schimba  echivalența  acestora.,ieșiri,4,2,4,2,1,4
Principalul motiv pentru care nu se permit mai multe ieșiri cu aceeași intrare este acela că ne permite să aplicăm aceeași funcție la diferite forme ale aceluiași lucru fără a schimba echivalența acestora.,schimba,1,1,1,1,4,2
Principalul motiv pentru care nu se permit mai multe ieșiri cu aceeași intrare este acela că ne permite să aplicăm aceeași funcție la diferite forme ale aceluiași lucru fără a schimba echivalența acestora.,echivalența,2,2,2,2,4,3
"Majoritatea algelor marine, cum ar fi kelps (alge brune  foarte mari din ordinul Laminariales), în ciuda unei astfel de aparențe superficiale , nu au tulpini adevărate, frunze, rădăcini și nici un fel de sistem vascular ,  așa cum se găsește la plantele superioare.",brune,1,2,1,2,2,2
"Majoritatea algelor marine, cum ar fi kelps (alge brune foarte mari din ordinul Laminariales), în ciuda unei astfel de aparențe superficiale, nu au tulpini adevărate, frunze, rădăcini și nici un fel de sistem vascular, așa cum se găsește la plantele superioare.",superficiale,1,4,2,2,2,1
"Majoritatea algelor marine, cum ar fi kelps (alge brune foarte mari din ordinul Laminariales), în ciuda unei astfel de aparențe superficiale, nu au tulpini adevărate, frunze, rădăcini și nici un fel de sistem vascular, așa cum se găsește la plantele superioare.",vascular,2,2,2,4,5,3
"A doua zi, în timpul Fajr Salaah, l-a înjunghiat  pe Sayyiduna Umar (radi Allahu anhu) de 6 ori în spate, rănind  grav  pe calif.",înjunghiat,1,2,2,1,4,1
"A doua zi, în timpul Fajr Salaah, l-a înjunghiat pe Sayyiduna Umar (radi Allahu anhu) de 6 ori în spate, rănind grav pe calif.",rănind,1,1,1,1,2,1
"A doua zi, în timpul Fajr Salaah, l-a înjunghiat pe Sayyiduna Umar (radi Allahu anhu) de 6 ori în spate, rănind grav pe calif.",grav,1,2,1,1,2,1
"Partea nordică a continentului, care acoperă  o mare parte din Siberia, era, de asemenea, inaccesibilă nomazilor  din stepă  din cauza pădurilor dense și a tundrei.",acoperă,1,2,1,1,2,1
"Partea nordică a continentului, care acoperă o mare parte din Siberia, era, de asemenea, inaccesibilă nomazilor din stepă din cauza pădurilor dense și a tundrei.",nomazilor,1,4,2,2,2,2
"Partea nordică a continentului, care acoperă o mare parte din Siberia, era, de asemenea, inaccesibilă nomazilor din stepă din cauza pădurilor dense și a tundrei.",stepă,2,2,2,2,4,2
Ceilalți au murit  pe mare sau în închisoare  în  așteptarea  procesului.,murit,1,1,1,1,2,1
Ceilalți au murit pe mare sau în închisoare în așteptarea procesului.,închisoare,1,2,1,1,4,1
Ceilalți au murit pe mare sau în închisoare în așteptarea procesului.,așteptarea,1,2,1,1,2,1
"Motivul pentru care leziunile  hipotalamice  afectează  grăsimea corporală și comportamentul alimentar are, de fapt, mult de-a face cu semnalizarea  leptinei .",hipotalamice,5,4,4,4,4,5
"Motivul pentru care leziunile hipotalamice afectează grăsimea corporală și comportamentul alimentar are, de fapt, mult de-a face cu semnalizarea leptinei.",afectează,1,2,2,2,4,2
"Motivul pentru care leziunile hipotalamice afectează grăsimea corporală și comportamentul alimentar are, de fapt, mult de-a face cu semnalizarea leptinei.",leptinei,4,5,5,4,5,5
Descrierea   configurației  relative este încă utilizată în principal  în glicochimie.,Descrierea,1,1,1,1,4,2
Descrierea configurației relative este încă utilizată în principal în glicochimie.,configurației,2,2,2,2,4,4
Descrierea configurației relative este încă utilizată în principal în glicochimie.,principal,1,2,2,1,2,1
"Același principiu se aplica, desigur, și la reflexul cu un singur obiectiv, dar primele SLR-uri au provocat întârzieri și neplăceri  din cauza necesității de a muta oglinda în afara  planului   focal pentru a permite luminii să ajungă la  placa  din spatele ei.",neplăceri,1,2,1,1,2,1
"Același principiu se aplica, desigur, și la reflexul cu un singur obiectiv, dar primele SLR-uri au provocat întârzieri și neplăceri din cauza necesității de a muta oglinda în afara planului focal pentru a permite luminii să ajungă la placa din spatele ei.",planului,2,2,2,4,2,4
"Același principiu se aplica, desigur, și la reflexul cu un singur obiectiv, dar primele SLR-uri au provocat întârzieri și neplăceri din cauza necesității de a muta oglinda în afara planului focal pentru a permite luminii să ajungă la placa din spatele ei.",placa,2,2,1,4,4,4
Mărimea razei de  aggro  variază uneori în funcție de  facțiune  și de con și poate fi  sferică  în anumite medii.,aggro,4,5,5,5,5,5
Mărimea razei de aggro variază uneori în funcție de facțiune și de con și poate fi sferică în anumite medii.,facțiune,5,2,2,4,5,5
Mărimea razei de aggro variază uneori în funcție de facțiune și de con și poate fi sferică în anumite medii.,sferică,2,2,2,2,2,2
"Teatrul  a contribuit  cu strigăte  dramatice , inclusiv cele ale lui Mary Otis Warren.",Teatrul,1,2,1,1,2,1
"Teatrul a contribuit cu strigăte dramatice, inclusiv cele ale lui Mary Otis Warren.",contribuit,1,2,2,1,2,1
"Teatrul a contribuit cu strigăte dramatice, inclusiv cele ale lui Mary Otis Warren.",dramatice,1,2,2,1,4,2
"Există, de asemenea, diferite  stiluri  de editare  în sensul cât de îndrăzneți  sunt dispuși să fie oamenii.",stiluri,1,2,2,1,4,1
"Există, de asemenea, diferite stiluri de editare în sensul cât de îndrăzneți sunt dispuși să fie oamenii.",editare,1,2,2,2,4,2
"Există, de asemenea, diferite stiluri de editare în sensul cât de îndrăzneți sunt dispuși să fie oamenii.",îndrăzneți,1,1,2,1,2,1
"Este clar că este nevoie de o structură diferită a cărților, deoarece acestea sunt destinate  să fie (cel puțin în cele din urmă)  tipărite  și, prin urmare, ar trebui să aibă un stil  liniar .",destinate,1,2,2,2,2,2
"Este clar că este nevoie de o structură diferită a cărților, deoarece acestea sunt destinate să fie (cel puțin în cele din urmă) tipărite și, prin urmare, ar trebui să aibă un stil liniar.",tipărite,1,1,2,1,4,1
"Este clar că este nevoie de o structură diferită a cărților, deoarece acestea sunt destinate să fie (cel puțin în cele din urmă) tipărite și, prin urmare, ar trebui să aibă un stil liniar.",liniar,2,2,4,2,4,3
Există o  ușoară  tendință  de atac din partea opusă  a halogenului.,ușoară,1,1,1,1,2,2
Există o ușoară tendință de atac din partea opusă a halogenului.,tendință,2,1,2,2,2,1
Există o ușoară tendință de atac din partea opusă a halogenului.,opusă,1,1,1,1,2,2
"De asemenea, este posibil să existe taxe  de licență separate pentru distribuția de formate de date multimedia brevetate , cum ar fi imaginile GIF, care, dacă nu în fapt, cel puțin din punct de vedere  filozofic , încalcă principiile GFDL, împiedicându-vă să utilizați liber imaginea sau fotografia.",taxe,1,2,1,1,4,2
"De asemenea, este posibil să existe taxe de licență separate pentru distribuția de formate de date multimedia brevetate, cum ar fi imaginile GIF, care, dacă nu în fapt, cel puțin din punct de vedere filozofic, încalcă principiile GFDL, împiedicându-vă să utilizați liber imaginea sau fotografia.",brevetate,2,4,4,4,4,2
"De asemenea, este posibil să existe taxe de licență separate pentru distribuția de formate de date multimedia brevetate, cum ar fi imaginile GIF, care, dacă nu în fapt, cel puțin din punct de vedere filozofic, încalcă principiile GFDL, împiedicându-vă să utilizați liber imaginea sau fotografia.",filozofic,2,2,2,2,4,3
"Prin urmare, indiferent cât de mult argou folosiți în limba dvs. maternă,  limitarea  utilizării argoului în limba franceză (proporțional cu nivelul dvs. de fluență) va limita, de asemenea, cât de mult sunteți tratat cu condescendență  și  amuzament  de către ascultătorii nativi.",limitarea,1,1,2,2,4,1
"Prin urmare, indiferent cât de mult argou folosiți în limba dvs. maternă, limitarea utilizării argoului în limba franceză (proporțional cu nivelul dvs. de fluență) va limita, de asemenea, cât de mult sunteți tratat cu condescendență și amuzament de către ascultătorii nativi.",condescendență,2,5,4,4,4,4
"Prin urmare, indiferent cât de mult argou folosiți în limba dvs. maternă, limitarea utilizării argoului în limba franceză (proporțional cu nivelul dvs. de fluență) va limita, de asemenea, cât de mult sunteți tratat cu condescendență și amuzament de către ascultătorii nativi.",amuzament,1,2,1,1,4,2
"Acestea sunt, în principal, linii directoare privind comportamentul administratorilor, dar pot fi utile atunci când aveți un litigiu  serios cu administratorii  sau când vă adresați comisarilor  și unei comisii de arbitraj.",litigiu,2,4,2,4,4,4
"Acestea sunt, în principal, linii directoare privind comportamentul administratorilor, dar pot fi utile atunci când aveți un litigiu serios cu administratorii sau când vă adresați comisarilor și unei comisii de arbitraj.",administratorii,2,2,2,4,2,2
"Acestea sunt, în principal, linii directoare privind comportamentul administratorilor, dar pot fi utile atunci când aveți un litigiu serios cu administratorii sau când vă adresați comisarilor și unei comisii de arbitraj.",comisarilor,2,4,2,4,4,3
"Aceste stiluri de pachete  nu se descurcă bine împotriva  pachetelor  cu orice tip de dezorganizare sau control, așa că în prezent nu au parte  de prea mult joc.",pachete,2,2,1,2,4,4
"Aceste stiluri de pachete nu se descurcă bine împotriva pachetelor cu orice tip de dezorganizare sau control, așa că în prezent nu au parte de prea mult joc.",pachetelor,2,2,1,2,4,4
"Aceste stiluri de pachete nu se descurcă bine împotriva pachetelor cu orice tip de dezorganizare sau control, așa că în prezent nu au parte de prea mult joc.",parte,1,2,2,1,2,1
"Aceste diagrame trebuie  interpretate  ca niște hărți  topografice , unde liniile reprezintă curbe de nivel constante >.",interpretate,,2,,,2,2
"Aceste diagrame trebuie interpretate ca niște hărți topografice, unde liniile reprezintă curbe de nivel constante >.",topografice,,3,,,4,4
"Aceste diagrame trebuie interpretate ca niște hărți topografice, unde liniile reprezintă curbe de nivel constante >.",constante,,2,,,4,4
"Acestea necesitau bani, iar o nouă lume  interlopă  a criminalității a apărut pentru a le finanța  și a  profita  de pe urma lor.",interlopă,2,2,2,1,4,2
"Acestea necesitau bani, iar o nouă lume interlopă a criminalității a apărut pentru a le finanța și a profita de pe urma lor.",finanța,1,2,2,2,4,1
"Acestea necesitau bani, iar o nouă lume interlopă a criminalității a apărut pentru a le finanța și a profita de pe urma lor.",profita,1,2,2,1,4,1
"În general, le este mai bine să își folosească Ne-ul, precum și capacitățile  de raționament ale lui Ti, pentru a afla  adevărul, decât să se bazeze  pe tradițiile Si.",capacitățile,2,2,2,2,4,2
"În general, le este mai bine să își folosească Ne-ul, precum și capacitățile de raționament ale lui Ti, pentru a afla adevărul, decât să se bazeze pe tradițiile Si.",afla,1,2,1,1,2,1
"În general, le este mai bine să își folosească Ne-ul, precum și capacitățile de raționament ale lui Ti, pentru a afla adevărul, decât să se bazeze pe tradițiile Si.",bazeze,1,1,2,1,4,1
"Acestea transformă energia solară în energie chimică prin  absorbția   luminii  și utilizarea acesteia pentru a stimula sinteza compușilor organici , cum ar fi zahărul, din dioxid de carbon și apă.",absorbția,1,2,2,2,4,2
"Acestea transformă energia solară în energie chimică prin absorbția luminii și utilizarea acesteia pentru a stimula sinteza compușilor organici, cum ar fi zahărul, din dioxid de carbon și apă.",luminii,1,1,1,1,1,2
"Acestea transformă energia solară în energie chimică prin absorbția luminii și utilizarea acesteia pentru a stimula sinteza compușilor organici, cum ar fi zahărul, din dioxid de carbon și apă.",organici,2,2,4,2,5,3
Acestea nu  interferează  cu gesturile  de care  magii  au nevoie pentru a face vrăji.,interferează,1,4,2,2,2,3
Acestea nu interferează cu gesturile de care magii au nevoie pentru a face vrăji.,gesturile,1,2,2,1,2,1
Acestea nu interferează cu gesturile de care magii au nevoie pentru a face vrăji.,magii,1,4,2,2,2,1
Ei au lăsat în urmă o  profeție  conform căreia lumea se va sfârși la 21 decembrie 2012 și va avea  loc cel de-al  cincilea  ciclu al lumii.,profeție,1,2,2,2,4,2
Ei au lăsat în urmă o profeție conform căreia lumea se va sfârși la 21 decembrie 2012 și va avea loc cel de-al cincilea ciclu al lumii.,avea,1,2,1,1,2,1
Ei au lăsat în urmă o profeție conform căreia lumea se va sfârși la 21 decembrie 2012 și va avea loc cel de-al cincilea ciclu al lumii.,cincilea,1,1,1,1,2,1
"Au produs peste 90% din filmele  de ficțiune din America și și-au  distribuit  filmele atât la nivel  național , cât și internațional.",filmele,1,2,1,1,4,1
"Au produs peste 90% din filmele de ficțiune din America și și-au distribuit filmele atât la nivel național, cât și internațional.",distribuit,1,2,2,2,3,2
"Au produs peste 90% din filmele de ficțiune din America și și-au distribuit filmele atât la nivel național, cât și internațional.",național,1,2,1,1,2,1
"Acest lucru se întâmplă  tot timpul în visele mele, dar se  pare  că eu cred că pot face asta cu adevărat, iar visul  continuă  în mod nelucid.",întâmplă,1,1,2,1,2,1
"Acest lucru se întâmplă tot timpul în visele mele, dar se pare că eu cred că pot face asta cu adevărat, iar visul continuă în mod nelucid.",pare,1,2,2,1,2,1
"Acest lucru se întâmplă tot timpul în visele mele, dar se pare că eu cred că pot face asta cu adevărat, iar visul continuă în mod nelucid.",continuă,1,1,1,1,2,1
"Aceasta include predarea, practica generală a medicinei, cercetarea medicală, domeniile  religioase , antreprenoriatul, munca misionară, munca socială, dezvoltarea comunitară, artele  creative , actoria, radiodifuziunea, consultanța, coaching-ul, formarea corporatistă , relațiile publice, consilierea, publicitatea și marketingul.",religioase,1,1,2,1,4,1
"Aceasta include predarea, practica generală a medicinei, cercetarea medicală, domeniile religioase, antreprenoriatul, munca misionară, munca socială, dezvoltarea comunitară, artele creative, actoria, radiodifuziunea, consultanța, coaching-ul, formarea corporatistă, relațiile publice, consilierea, publicitatea și marketingul.",creative,1,2,2,1,4,1
"Aceasta include predarea, practica generală a medicinei, cercetarea medicală, domeniile religioase, antreprenoriatul, munca misionară, munca socială, dezvoltarea comunitară, artele creative, actoria, radiodifuziunea, consultanța, coaching-ul, formarea corporatistă, relațiile publice, consilierea, publicitatea și marketingul.",corporatistă,2,2,2,2,4,2
"Acest lucru este FOARTE, FOARTE diferit de modelele pasive de citire a textului într-o manieră liniară de mare viteză, care se aseamănă  cu încercarea de a forța creierul să găsească un sens la o mie de gloanțe  care trec  cu viteză.",aseamănă,1,2,2,1,4,1
"Acest lucru este FOARTE, FOARTE diferit de modelele pasive de citire a textului într-o manieră liniară de mare viteză, care se aseamănă cu încercarea de a forța creierul să găsească un sens la o mie de gloanțe care trec cu viteză.",gloanțe,1,2,1,2,4,1
"Acest lucru este FOARTE, FOARTE diferit de modelele pasive de citire a textului într-o manieră liniară de mare viteză, care se aseamănă cu încercarea de a forța creierul să găsească un sens la o mie de gloanțe care trec cu viteză.",trec,1,1,1,1,4,1
Aceasta este doar una dintre numeroasele realizări  ale  ingineriei  care ne-au permis să  cuantificăm  și să înțelegem gena umană și modul în care aceasta este legată de nutriție.,realizări,1,2,2,1,4,1
Aceasta este doar una dintre numeroasele realizări ale ingineriei care ne-au permis să cuantificăm și să înțelegem gena umană și modul în care aceasta este legată de nutriție.,ingineriei,2,2,2,2,4,2
Aceasta este doar una dintre numeroasele realizări ale ingineriei care ne-au permis să cuantificăm și să înțelegem gena umană și modul în care aceasta este legată de nutriție.,cuantificăm,2,4,4,4,4,3
"Acest lucru este deosebit  de util în cazuri precum cele în care se încearcă  modificarea  suprafeței nanomaterialelor  pentru a crește afinitatea, reactivitatea sau compatibilitatea.",deosebit,1,2,2,1,2,1
"Acest lucru este deosebit de util în cazuri precum cele în care se încearcă modificarea suprafeței nanomaterialelor pentru a crește afinitatea, reactivitatea sau compatibilitatea.",modificarea,1,2,2,1,2,2
"Acest lucru este deosebit de util în cazuri precum cele în care se încearcă modificarea suprafeței nanomaterialelor pentru a crește afinitatea, reactivitatea sau compatibilitatea.",nanomaterialelor,4,5,5,4,4,4
Această problemă a agitat teologii  și   filozofii  timp de secole și nu a fost niciodată rezolvată în mod satisfăcător .,teologii,2,2,2,4,4,2
Această problemă a agitat teologii și filozofii timp de secole și nu a fost niciodată rezolvată în mod satisfăcător.,filozofii,2,2,2,2,4,2
Această problemă a agitat teologii și filozofii timp de secole și nu a fost niciodată rezolvată în mod satisfăcător.,satisfăcător,1,1,2,2,4,2
"Această   revoluție  a fost alimentată de utilizarea de noi tehnologii  agricole , cum ar fi semănătoarea și îngrășămintele îmbunătățite .",revoluție,1,2,2,2,4,1
"Această revoluție a fost alimentată de utilizarea de noi tehnologii agricole, cum ar fi semănătoarea și îngrășămintele îmbunătățite.",agricole,1,2,2,2,2,1
"Această revoluție a fost alimentată de utilizarea de noi tehnologii agricole, cum ar fi semănătoarea și îngrășămintele îmbunătățite.",îmbunătățite,1,1,2,1,2,2
