sentence,word,average_complexity,total_reading_time
Analizatorullexicalesteparteadincompilatorcareeliminăspațiilealbeșialtecaracterecarenusuntcompilabiledincodulsursă.,caractere,0.5,1234.0
Principalulmotivpentrucarenusepermitmaimulteieșiricuaceeașiintrareesteacelacănepermitesăaplicămaceeașifuncțieladiferiteformealeaceluiașilucrufărăaschimbaechivalențaacestora.,ieșiri,0.75,335.0
Principalulmotivpentrucarenusepermitmaimulteieșiricuaceeașiintrareesteacelacănepermitesăaplicămaceeașifuncțieladiferiteformealeaceluiașilucrufărăaschimbaechivalențaacestora.,schimba,0.25,434.0
Principalulmotivpentrucarenusepermitmaimulteieșiricuaceeașiintrareesteacelacănepermitesăaplicămaceeașifuncțieladiferiteformealeaceluiașilucrufărăaschimbaechivalențaacestora.,echivalența,0.5,1281.0
"Majoritateaalgelormarine,cumarfikelps(algebrunefoartemaridinordinulLaminariales),înciudauneiastfeldeaparențesuperficiale,nuautulpiniadevărate,frunze,rădăcinișiniciunfeldesistemvascular,așacumsegăseștelaplantelesuperioare.",brune,0.25,370.0
"Majoritateaalgelormarine,cumarfikelps(algebrunefoartemaridinordinulLaminariales),înciudauneiastfeldeaparențesuperficiale,nuautulpiniadevărate,frunze,rădăcinișiniciunfeldesistemvascular,așacumsegăseștelaplantelesuperioare.",superficiale,0.0,796.0
"Majoritateaalgelormarine,cumarfikelps(algebrunefoartemaridinordinulLaminariales),înciudauneiastfeldeaparențesuperficiale,nuautulpiniadevărate,frunze,rădăcinișiniciunfeldesistemvascular,așacumsegăseștelaplantelesuperioare.",vascular,0.5,1267.0
"Adouazi,întimpulFajrSalaah,l-aînjunghiatpeSayyidunaUmar(radiAllahuanhu)de6oriînspate,rănindgravpecalif.",înjunghiat,0.0,1608.0
"Adouazi,întimpulFajrSalaah,l-aînjunghiatpeSayyidunaUmar(radiAllahuanhu)de6oriînspate,rănindgravpecalif.",grav,0.0,249.0
"Parteanordicăacontinentului,careacoperăomarepartedinSiberia,era,deasemenea,inaccesibilănomazilordinstepădincauzapădurilordenseșiatundrei.",acoperă,0.0,248.0
"Parteanordicăacontinentului,careacoperăomarepartedinSiberia,era,deasemenea,inaccesibilănomazilordinstepădincauzapădurilordenseșiatundrei.",nomazilor,0.25,1456.0
"Parteanordicăacontinentului,careacoperăomarepartedinSiberia,era,deasemenea,inaccesibilănomazilordinstepădincauzapădurilordenseșiatundrei.",stepă,0.25,1111.0
"Motivulpentrucareleziunilehipotalamiceafecteazăgrăsimeacorporalășicomportamentulalimentarare,defapt,multde-afacecusemnalizarealeptinei.",hipotalamice,1.0,1420.0
"Motivulpentrucareleziunilehipotalamiceafecteazăgrăsimeacorporalășicomportamentulalimentarare,defapt,multde-afacecusemnalizarealeptinei.",afectează,0.25,567.0
"Motivulpentrucareleziunilehipotalamiceafecteazăgrăsimeacorporalășicomportamentulalimentarare,defapt,multde-afacecusemnalizarealeptinei.",leptinei,1.0,510.0
Descriereaconfigurațieirelativeesteîncăutilizatăînprincipalînglicochimie.,Descrierea,0.25,1743.0
Descriereaconfigurațieirelativeesteîncăutilizatăînprincipalînglicochimie.,configurației,0.75,1706.0
Descriereaconfigurațieirelativeesteîncăutilizatăînprincipalînglicochimie.,principal,0.0,808.0
"Acelașiprincipiuseaplica,desigur,șilareflexulcuunsingurobiectiv,darprimeleSLR-uriauprovocatîntârzierișineplăceridincauzanecesitățiideamutaoglindaînafaraplanuluifocalpentruapermiteluminiisăajungălaplacadinspateleei.",neplăceri,0.0,750.0
"Acelașiprincipiuseaplica,desigur,șilareflexulcuunsingurobiectiv,darprimeleSLR-uriauprovocatîntârzierișineplăceridincauzanecesitățiideamutaoglindaînafaraplanuluifocalpentruapermiteluminiisăajungălaplacadinspateleei.",planului,0.75,1070.0
"Acelașiprincipiuseaplica,desigur,șilareflexulcuunsingurobiectiv,darprimeleSLR-uriauprovocatîntârzierișineplăceridincauzanecesitățiideamutaoglindaînafaraplanuluifocalpentruapermiteluminiisăajungălaplacadinspateleei.",placa,0.75,201.0
Mărimearazeideaggrovariazăuneoriînfuncțiedefacțiuneșideconșipoatefisfericăînanumitemedii.,aggro,1.0,765.0
Mărimearazeideaggrovariazăuneoriînfuncțiedefacțiuneșideconșipoatefisfericăînanumitemedii.,facțiune,1.0,668.0
Mărimearazeideaggrovariazăuneoriînfuncțiedefacțiuneșideconșipoatefisfericăînanumitemedii.,sferică,0.25,683.0
"Teatrulacontribuitcustrigătedramatice,inclusivcelealeluiMaryOtisWarren.",Teatrul,0.0,998.0
"Teatrulacontribuitcustrigătedramatice,inclusivcelealeluiMaryOtisWarren.",contribuit,0.0,667.0
"Teatrulacontribuitcustrigătedramatice,inclusivcelealeluiMaryOtisWarren.",dramatice,0.25,990.0
"Există,deasemenea,diferitestilurideeditareînsensulcâtdeîndrăznețisuntdispușisăfieoamenii.",stiluri,0.0,333.0
"Există,deasemenea,diferitestilurideeditareînsensulcâtdeîndrăznețisuntdispușisăfieoamenii.",editare,0.25,473.0
"Există,deasemenea,diferitestilurideeditareînsensulcâtdeîndrăznețisuntdispușisăfieoamenii.",îndrăzneți,0.0,634.0
"Esteclarcăestenevoiedeostructurădiferităacărților,deoareceacesteasuntdestinatesăfie(celpuținînceledinurmă)tipăriteși,prinurmare,artrebuisăaibăunstilliniar.",destinate,0.25,1273.0
"Esteclarcăestenevoiedeostructurădiferităacărților,deoareceacesteasuntdestinatesăfie(celpuținînceledinurmă)tipăriteși,prinurmare,artrebuisăaibăunstilliniar.",tipărite,0.0,617.0
"Esteclarcăestenevoiedeostructurădiferităacărților,deoareceacesteasuntdestinatesăfie(celpuținînceledinurmă)tipăriteși,prinurmare,artrebuisăaibăunstilliniar.",liniar,0.5,628.0
Existăoușoarătendințădeatacdinparteaopusăahalogenului.,ușoară,0.25,437.0
Existăoușoarătendințădeatacdinparteaopusăahalogenului.,tendință,0.0,491.0
Existăoușoarătendințădeatacdinparteaopusăahalogenului.,opusă,0.25,401.0
"Deasemenea,esteposibilsăexistetaxedelicențăseparatepentrudistribuțiadeformatededatemultimediabrevetate,cumarfiimaginileGIF,care,dacănuînfapt,celpuțindinpunctdevederefilozofic,încalcăprincipiileGFDL,împiedicându-văsăutilizațiliberimagineasaufotografia.",taxe,0.25,232.0
"Deasemenea,esteposibilsăexistetaxedelicențăseparatepentrudistribuțiadeformatededatemultimediabrevetate,cumarfiimaginileGIF,care,dacănuînfapt,celpuțindinpunctdevederefilozofic,încalcăprincipiileGFDL,împiedicându-văsăutilizațiliberimagineasaufotografia.",brevetate,0.25,919.0
"Deasemenea,esteposibilsăexistetaxedelicențăseparatepentrudistribuțiadeformatededatemultimediabrevetate,cumarfiimaginileGIF,care,dacănuînfapt,celpuțindinpunctdevederefilozofic,încalcăprincipiileGFDL,împiedicându-văsăutilizațiliberimagineasaufotografia.",filozofic,0.5,1187.0
"Prinurmare,indiferentcâtdemultargoufolosițiînlimbadvs.maternă,limitareautilizăriiargouluiînlimbafranceză(proporționalcuniveluldvs.defluență)valimita,deasemenea,câtdemultsuntețitratatcucondescendențășiamuzamentdecătreascultătoriinativi.",limitarea,0.0,469.0
"Prinurmare,indiferentcâtdemultargoufolosițiînlimbadvs.maternă,limitareautilizăriiargouluiînlimbafranceză(proporționalcuniveluldvs.defluență)valimita,deasemenea,câtdemultsuntețitratatcucondescendențășiamuzamentdecătreascultătoriinativi.",condescendență,0.75,3384.0
"Acesteasunt,înprincipal,liniidirectoareprivindcomportamentuladministratorilor,darpotfiutileatuncicândavețiunlitigiuserioscuadministratoriisaucândvăadresațicomisarilorșiuneicomisiidearbitraj.",litigiu,0.75,426.0
"Acesteasunt,înprincipal,liniidirectoareprivindcomportamentuladministratorilor,darpotfiutileatuncicândavețiunlitigiuserioscuadministratoriisaucândvăadresațicomisarilorșiuneicomisiidearbitraj.",administratorii,0.25,766.0
"Acesteasunt,înprincipal,liniidirectoareprivindcomportamentuladministratorilor,darpotfiutileatuncicândavețiunlitigiuserioscuadministratoriisaucândvăadresațicomisarilorșiuneicomisiidearbitraj.",comisarilor,0.5,1125.0
"Acestestiluridepachetenusedescurcăbineîmpotrivapachetelorcuoricetipdedezorganizaresaucontrol,așacăînprezentnuaupartedepreamultjoc.",pachete,0.75,803.0
"Acestestiluridepachetenusedescurcăbineîmpotrivapachetelorcuoricetipdedezorganizaresaucontrol,așacăînprezentnuaupartedepreamultjoc.",pachetelor,0.75,833.0
"Acestediagrametrebuieinterpretatecaniștehărțitopografice,undeliniilereprezintăcurbedenivelconstante>.",interpretate,0.25,716.0
"Acestediagrametrebuieinterpretatecaniștehărțitopografice,undeliniilereprezintăcurbedenivelconstante>.",topografice,0.75,679.0
"Acestediagrametrebuieinterpretatecaniștehărțitopografice,undeliniilereprezintăcurbedenivelconstante>.",constante,0.75,314.0
"Îngeneral,leestemaibinesăîșifoloseascăNe-ul,precumșicapacitățilederaționamentaleluiTi,pentruaaflaadevărul,decâtsăsebazezepetradițiileSi.",capacitățile,0.25,932.0
"Îngeneral,leestemaibinesăîșifoloseascăNe-ul,precumșicapacitățilederaționamentaleluiTi,pentruaaflaadevărul,decâtsăsebazezepetradițiileSi.",afla,0.0,407.0
"Îngeneral,leestemaibinesăîșifoloseascăNe-ul,precumșicapacitățilederaționamentaleluiTi,pentruaaflaadevărul,decâtsăsebazezepetradițiileSi.",bazeze,0.0,309.0
"Acesteatransformăenergiasolarăînenergiechimicăprinabsorbțialuminiișiutilizareaacesteiapentruastimulasintezacompușilororganici,cumarfizahărul,dindioxiddecarbonșiapă.",absorbția,0.25,667.0
"Acesteatransformăenergiasolarăînenergiechimicăprinabsorbțialuminiișiutilizareaacesteiapentruastimulasintezacompușilororganici,cumarfizahărul,dindioxiddecarbonșiapă.",luminii,0.25,496.0
"Acesteatransformăenergiasolarăînenergiechimicăprinabsorbțialuminiișiutilizareaacesteiapentruastimulasintezacompușilororganici,cumarfizahărul,dindioxiddecarbonșiapă.",organici,0.5,1132.0
Eiaulăsatînurmăoprofețieconformcăreialumeasevasfârșila21decembrie2012șivaavealoccelde-alcincileacicluallumii.,profeție,0.25,967.0
Eiaulăsatînurmăoprofețieconformcăreialumeasevasfârșila21decembrie2012șivaavealoccelde-alcincileacicluallumii.,avea,0.0,249.0
Eiaulăsatînurmăoprofețieconformcăreialumeasevasfârșila21decembrie2012șivaavealoccelde-alcincileacicluallumii.,cincilea,0.0,335.0
"Auproduspeste90%dinfilmeledeficțiunedinAmericașiși-audistribuitfilmeleatâtlanivelnațional,câtșiinternațional.",filmele,0.0,400.0
"Auproduspeste90%dinfilmeledeficțiunedinAmericașiși-audistribuitfilmeleatâtlanivelnațional,câtșiinternațional.",distribuit,0.25,1458.0
"Auproduspeste90%dinfilmeledeficțiunedinAmericașiși-audistribuitfilmeleatâtlanivelnațional,câtșiinternațional.",național,0.0,554.0
"Acestlucruseîntâmplătottimpulînviselemele,darseparecăeucredcăpotfaceastacuadevărat,iarvisulcontinuăînmodnelucid.",întâmplă,0.0,357.0
"Aceastaincludepredarea,practicageneralăamedicinei,cercetareamedicală,domeniilereligioase,antreprenoriatul,muncamisionară,muncasocială,dezvoltareacomunitară,artelecreative,actoria,radiodifuziunea,consultanța,coaching-ul,formareacorporatistă,relațiilepublice,consilierea,publicitateașimarketingul.",religioase,0.0,1361.0
"Aceastaincludepredarea,practicageneralăamedicinei,cercetareamedicală,domeniilereligioase,antreprenoriatul,muncamisionară,muncasocială,dezvoltareacomunitară,artelecreative,actoria,radiodifuziunea,consultanța,coaching-ul,formareacorporatistă,relațiilepublice,consilierea,publicitateașimarketingul.",creative,0.0,370.0
"Aceastaincludepredarea,practicageneralăamedicinei,cercetareamedicală,domeniilereligioase,antreprenoriatul,muncamisionară,muncasocială,dezvoltareacomunitară,artelecreative,actoria,radiodifuziunea,consultanța,coaching-ul,formareacorporatistă,relațiilepublice,consilierea,publicitateașimarketingul.",corporatistă,0.25,1405.0
"AcestlucruesteFOARTE,FOARTEdiferitdemodelelepasivedecitireatextuluiîntr-omanierăliniarădemareviteză,careseaseamănăcuîncercareadeaforțacreierulsăgăseascăunsenslaomiedegloanțecaretreccuviteză.",aseamănă,0.0,1299.0
"AcestlucruesteFOARTE,FOARTEdiferitdemodelelepasivedecitireatextuluiîntr-omanierăliniarădemareviteză,careseaseamănăcuîncercareadeaforțacreierulsăgăseascăunsenslaomiedegloanțecaretreccuviteză.",gloanțe,0.0,310.0
"AcestlucruesteFOARTE,FOARTEdiferitdemodelelepasivedecitireatextuluiîntr-omanierăliniarădemareviteză,careseaseamănăcuîncercareadeaforțacreierulsăgăseascăunsenslaomiedegloanțecaretreccuviteză.",trec,0.0,186.0
Aceastaestedoarunadintrenumeroaselerealizărialeinginerieicarene-aupermissăcuantificămșisăînțelegemgenaumanășimodulîncareaceastaestelegatădenutriție.,realizări,0.0,1773.0
Aceastaestedoarunadintrenumeroaselerealizărialeinginerieicarene-aupermissăcuantificămșisăînțelegemgenaumanășimodulîncareaceastaestelegatădenutriție.,ingineriei,0.25,988.0
Aceastaestedoarunadintrenumeroaselerealizărialeinginerieicarene-aupermissăcuantificămșisăînțelegemgenaumanășimodulîncareaceastaestelegatădenutriție.,cuantificăm,0.5,964.0
Aceastăproblemăaagitatteologiișifilozofiitimpdesecoleșinuafostniciodatărezolvatăînmodsatisfăcător.,teologii,0.25,620.0
Aceastăproblemăaagitatteologiișifilozofiitimpdesecoleșinuafostniciodatărezolvatăînmodsatisfăcător.,filozofii,0.25,624.0
Aceastăproblemăaagitatteologiișifilozofiitimpdesecoleșinuafostniciodatărezolvatăînmodsatisfăcător.,satisfăcător,0.25,1046.0
"DeșiHarryvadevenioexcepție,existăunaltelev,deasemeneaorfanșivrăjitortalentat,căruiaDumbledorei-aacordatșieloatențiesporită,deșinuînacelașimodcaîncazulluiHarry.",orfan,0.0,368.0
"DeșiHarryvadevenioexcepție,existăunaltelev,deasemeneaorfanșivrăjitortalentat,căruiaDumbledorei-aacordatșieloatențiesporită,deșinuînacelașimodcaîncazulluiHarry.",talentat,0.0,677.0
"DeșiHarryvadevenioexcepție,existăunaltelev,deasemeneaorfanșivrăjitortalentat,căruiaDumbledorei-aacordatșieloatențiesporită,deșinuînacelașimodcaîncazulluiHarry.",acordat,0.0,1201.0
"Pentruaatenuaproblemeledeindexare,expresiasizeof()esteutilizatăînadesealacodificareabuclelorcareproceseazăarray-uri.",atenua,0.75,553.0
"Pentruaatenuaproblemeledeindexare,expresiasizeof()esteutilizatăînadesealacodificareabuclelorcareproceseazăarray-uri.",codificarea,0.5,1017.0
Atrăicompletînacestmodîntr-osocietateurbanizatășiindustrialăînseamnăateretragelaperiferie.,urbanizată,0.5,950.0
Atrăicompletînacestmodîntr-osocietateurbanizatășiindustrialăînseamnăateretragelaperiferie.,retrage,0.0,550.0
Atrăicompletînacestmodîntr-osocietateurbanizatășiindustrialăînseamnăateretragelaperiferie.,periferie,0.25,632.0
"Pentruasefamiliarizacudemonstrațiamatematicăși,deasemenea,cuuneleconceptematematicedebază,cititoriipotcitiwikibookDemonstrațiematematică.",matematice,0.25,929.0
"Pentruasefamiliarizacudemonstrațiamatematicăși,deasemenea,cuuneleconceptematematicedebază,cititoriipotcitiwikibookDemonstrațiematematică.",cititorii,0.0,993.0
"Pentruasefamiliarizacudemonstrațiamatematicăși,deasemenea,cuuneleconceptematematicedebază,cititoriipotcitiwikibookDemonstrațiematematică.",wikibook,1.0,1090.0
"PânălaînceputulsecoluluialXIX-lea,naturaliștiișioameniideștiințăauobservatdiferențeesențialeîntrecompușiicareproveneaudinființeviișiceicarenuproveneaudinființevii.",știință,0.25,619.0
"PânălaînceputulsecoluluialXIX-lea,naturaliștiișioameniideștiințăauobservatdiferențeesențialeîntrecompușiicareproveneaudinființeviișiceicarenuproveneaudinființevii.",observat,0.0,614.0
"PânălaînceputulsecoluluialXIX-lea,naturaliștiișioameniideștiințăauobservatdiferențeesențialeîntrecompușiicareproveneaudinființeviișiceicarenuproveneaudinființevii.",esențiale,0.0,1072.0
"FoloseșteaceleașiformedeacorduricașiOpenE,darestemaiușorpentrugâtulchitarei,deoarececorzilesuntdezacordate,reducândtensiunea.",acorduri,0.75,1122.0
"FoloseșteaceleașiformedeacorduricașiOpenE,darestemaiușorpentrugâtulchitarei,deoarececorzilesuntdezacordate,reducândtensiunea.",chitarei,0.0,1035.0
"FoloseșteaceleașiformedeacorduricașiOpenE,darestemaiușorpentrugâtulchitarei,deoarececorzilesuntdezacordate,reducândtensiunea.",reducând,0.25,918.0
"StăpâniirăzboiuluidinnumeroaseleprovinciialeChineisedușmăneauînmodconstant,iarguvernulcentraleraslabșidescentralizat,neputândfacenimicpentruaopriconflictul.",constant,0.0,1316.0
"StăpâniirăzboiuluidinnumeroaseleprovinciialeChineisedușmăneauînmodconstant,iarguvernulcentraleraslabșidescentralizat,neputândfacenimicpentruaopriconflictul.",central,0.25,927.0
"StăpâniirăzboiuluidinnumeroaseleprovinciialeChineisedușmăneauînmodconstant,iarguvernulcentraleraslabșidescentralizat,neputândfacenimicpentruaopriconflictul.",neputând,0.25,1535.0
"Cutoateacestea,WashingtonuladevenitfoarteîngrijoratdefaptulcăpartidelecomunistelocalearputeacâștigaputereaînFranța,ItaliașiGrecialasfârșitulanilor1940,avândînvederestareaprecarăaeconomieieuropenepostbeliceșiapropiereadeUniunieaSovietică.",câștiga,0.25,644.0
"Cutoateacestea,WashingtonuladevenitfoarteîngrijoratdefaptulcăpartidelecomunistelocalearputeacâștigaputereaînFranța,ItaliașiGrecialasfârșitulanilor1940,avândînvederestareaprecarăaeconomieieuropenepostbeliceșiapropiereadeUniunieaSovietică.",postbelice,0.75,750.0
"Cutoateacestea,WashingtonuladevenitfoarteîngrijoratdefaptulcăpartidelecomunistelocalearputeacâștigaputereaînFranța,ItaliașiGrecialasfârșitulanilor1940,avândînvederestareaprecarăaeconomieieuropenepostbeliceșiapropiereadeUniunieaSovietică.",apropierea,0.25,2039.0
"Urmărițicâinelepentruavăasiguracănuscuipăpastiladupăceamâncatrecompensa(dacăseîntâmplăacestlucru,vatrebuisăforțațipastila,așacumestedescrismaijos).",scuipă,0.0,184.0
"Urmărițicâinelepentruavăasiguracănuscuipăpastiladupăceamâncatrecompensa(dacăseîntâmplăacestlucru,vatrebuisăforțațipastila,așacumestedescrismaijos).",pastila,0.0,433.0
"Urmărițicâinelepentruavăasiguracănuscuipăpastiladupăceamâncatrecompensa(dacăseîntâmplăacestlucru,vatrebuisăforțațipastila,așacumestedescrismaijos).",descris,0.25,630.0
"Amdiscutatdejadespreuneledintreacestea,însăcunoaștereaseturiloradaugăonouădefinițiepentrufiecaredintreurmătoareleidei.",cunoașterea,0.0,1001.0
"Amdiscutatdejadespreuneledintreacestea,însăcunoaștereaseturiloradaugăonouădefinițiepentrufiecaredintreurmătoareleidei.",adaugă,0.0,1641.0
"Amdiscutatdejadespreuneledintreacestea,însăcunoaștereaseturiloradaugăonouădefinițiepentrufiecaredintreurmătoareleidei.",definiție,0.5,692.0
Recomandămaceastălicențăînprincipalpentrulucrărialcărorscopestedeinstruiresaudereferință.,principal,0.25,1593.0
Recomandămaceastălicențăînprincipalpentrulucrărialcărorscopestedeinstruiresaudereferință.,căror,0.0,349.0
Recomandămaceastălicențăînprincipalpentrulucrărialcărorscopestedeinstruiresaudereferință.,instruire,0.5,2102.0
"Pierdereaîngreutatenecesităcaaportuldecaloriisăfiemaimicdecâtproducțiadecalorii,deșiniciunadintreacesteanutrebuiesăfiefăcutălaextrem.",aportul,0.75,481.0
"Pierdereaîngreutatenecesităcaaportuldecaloriisăfiemaimicdecâtproducțiadecalorii,deșiniciunadintreacesteanutrebuiesăfiefăcutălaextrem.",niciuna,0.0,310.0
"Pierdereaîngreutatenecesităcaaportuldecaloriisăfiemaimicdecâtproducțiadecalorii,deșiniciunadintreacesteanutrebuiesăfiefăcutălaextrem.",extrem,0.5,283.0
"Cândajungladestinație,cuterasaumbrităîncălavedere,desfășorprosoapeleșimăîntindconfortabilpescaunulînclinat.>>",terasa,0.0,566.0
"Cândajungladestinație,cuterasaumbrităîncălavedere,desfășorprosoapeleșimăîntindconfortabilpescaunulînclinat.>>",umbrită,0.25,847.0
"Cândajungladestinație,cuterasaumbrităîncălavedere,desfășorprosoapeleșimăîntindconfortabilpescaunulînclinat.>>",desfășor,0.25,494.0
"Atuncicânduntextnususțineaceastăregulă,chiarșiunelevsârguinciosestenevoitsărepeteinutilmaterialul.",susține,0.5,1244.0
"Atuncicânduntextnususțineaceastăregulă,chiarșiunelevsârguinciosestenevoitsărepeteinutilmaterialul.",sârguincios,0.25,2394.0
"Atuncicânduntextnususțineaceastăregulă,chiarșiunelevsârguinciosestenevoitsărepeteinutilmaterialul.",inutil,0.25,885.0
"Cutoateacestea,faptulcăscorbutulestecauzatdelipsavitamineicafostdescoperitabiaîn1932.",scorbutul,1.0,988.0
"Cutoateacestea,faptulcăscorbutulestecauzatdelipsavitamineicafostdescoperitabiaîn1932.",cauzat,0.0,496.0
"Cutoateacestea,faptulcăscorbutulestecauzatdelipsavitamineicafostdescoperitabiaîn1932.",vitaminei,0.25,783.0
"Putețiextrageunsingurdocumentdintr-oastfeldecolecțieșiîlputețidistribuiindividualîntemeiulprezenteilicențe,cucondițiasăinserațiocopieaprezenteilicențeîndocumentulextrasșisărespectațiprezentalicențăîntoatecelelalteprivințeînceeacepriveștecopiereatextualăadocumentuluirespectiv.",inserați,0.25,284.0
"Putețiextrageunsingurdocumentdintr-oastfeldecolecțieșiîlputețidistribuiindividualîntemeiulprezenteilicențe,cucondițiasăinserațiocopieaprezenteilicențeîndocumentulextrasșisărespectațiprezentalicențăîntoatecelelalteprivințeînceeacepriveștecopiereatextualăadocumentuluirespectiv.",copie,0.0,398.0
"Putețiextrageunsingurdocumentdintr-oastfeldecolecțieșiîlputețidistribuiindividualîntemeiulprezenteilicențe,cucondițiasăinserațiocopieaprezenteilicențeîndocumentulextrasșisărespectațiprezentalicențăîntoatecelelalteprivințeînceeacepriveștecopiereatextualăadocumentuluirespectiv.",extras,0.25,177.0
"Acorduriledvs.juridiceartrebuisătreacăprinmaimulteiterațiiînprocesulderedactare,fiecareiterațiesimplificândtermeniișiîmbunătățindlizibilitateașiutilizabilitateaacestora.",juridice,0.75,617.0
"Acorduriledvs.juridiceartrebuisătreacăprinmaimulteiterațiiînprocesulderedactare,fiecareiterațiesimplificândtermeniișiîmbunătățindlizibilitateașiutilizabilitateaacestora.",redactare,0.5,804.0
"Acorduriledvs.juridiceartrebuisătreacăprinmaimulteiterațiiînprocesulderedactare,fiecareiterațiesimplificândtermeniișiîmbunătățindlizibilitateașiutilizabilitateaacestora.",îmbunătățind,0.25,965.0
